Age,Gender,Previous_GPA,Attendance,Study_Hours_PerWeek,Major,Uni_Type,Financial_Status,Motivation,Stress_Levels,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Hours_PerDay,Nutrition,Screen_Time_PerDay,Educational_Tech_Use,Bullying,Learning_Style,Lack_of_Interest,GPA
20,M,3.7,77,5,,Public,High,High,Medium,Medium,88,Yes,4,Unhealthy,,Yes,No,Visual,Low,4
21,M,4,90,14,Medicine,Public,High,Medium,,Medium,85,Yes,7,Healthy,6,Yes,No,Kinesthetic,High,3
18,F,3.3,75,15,Arts,Public,Medium,Medium,High,High,42,No,4,Balanced,,Yes,Yes,,Low,
,M,2,85,5,Law,Public,High,Low,Medium,,60,No,9,Balanced,4,Yes,No,Visual,Medium,3
,M,2.3,92,6,Arts,Public,Medium,High,High,High,90,No,6,Healthy,10,Yes,No,Kinesthetic,Low,1.3
21,F,3,80,7,Business,Private,High,Low,Low,Low,41,Yes,6,Balanced,6,Yes,Yes,Visual,,4
22,M,4,97,11,,Private,Low,Low,Medium,High,92,Yes,7,Balanced,3,No,Yes,Visual,Medium,2
21,F,4,74,19,Engineering,Public,High,Medium,,Low,55,No,8,Unhealthy,4,No,No,Visual,Low,1.3
19,M,1,70,8,Business,Public,Low,High,High,Medium,89,Yes,5,Unhealthy,9,No,,Auditory,Medium,2
22,F,1.7,,14,Medicine,,High,,Low,Low,29,No,8,Healthy,2,Yes,Yes,Visual,High,2.3
21,F,3,86,18,Law,Private,Medium,High,High,Medium,,No,9,Unhealthy,2,Yes,,Auditory,High,2
21,F,3.3,79,5,Engineering,Public,Low,High,High,Low,,Yes,,Balanced,5,No,No,Auditory,High,3
21,M,2,,6,Science,Private,Low,High,High,Low,,Yes,5,Unhealthy,10,Yes,No,Auditory,Low,3
20,M,2,98,,Medicine,Private,Low,Low,Low,High,91,,7,Healthy,9,Yes,Yes,Kinesthetic,,1.3
22,M,3,78,17,Business,Private,High,High,Low,Medium,96,Yes,6,Healthy,4,Yes,Yes,Visual,High,3
19,F,1.7,98,17,Engineering,Private,Medium,Medium,High,Low,39,Yes,9,Unhealthy,6,No,No,,,
19,F,2,76,9,Business,Public,Low,High,High,High,46,,5,Balanced,8,Yes,Yes,Visual,High,3.3
20,,1,87,14,Law,Private,Medium,Low,Low,Low,36,No,6,Balanced,4,Yes,,Kinesthetic,High,
22,,4,73,,Science,Private,High,High,High,High,85,No,8,Balanced,9,Yes,Yes,Auditory,,2.3
21,M,1.7,81,11,Business,Public,,,Medium,High,51,,6,Unhealthy,6,,No,Visual,High,3.7
19,F,2.3,82,9,Science,Public,,Medium,High,,71,No,,Unhealthy,10,Yes,No,Visual,High,1.3
20,M,,,18,Medicine,Private,Low,Medium,High,Medium,66,No,,Balanced,7,No,Yes,Kinesthetic,Low,2
19,M,3.7,79,10,Medicine,Public,Medium,Medium,Medium,Low,42,No,4,Healthy,10,Yes,No,Visual,Medium,3.3
20,M,3.3,92,8,Engineering,Private,High,Medium,Low,High,25,No,8,Unhealthy,8,Yes,Yes,Auditory,High,2.3
19,F,1,83,15,,Public,High,,Low,,,No,9,,3,Yes,,Visual,High,3.3
19,M,2.7,99,20,Engineering,Public,Medium,High,Low,Medium,97,Yes,6,Unhealthy,4,Yes,Yes,Kinesthetic,Medium,2.7
21,M,1.3,92,8,Science,Public,High,High,High,High,80,No,,Healthy,8,Yes,Yes,Auditory,High,
,F,3.7,83,16,Engineering,Public,Low,Medium,High,,52,No,6,Healthy,7,Yes,Yes,Visual,High,4
22,F,2.7,97,12,Business,,High,Medium,High,Low,42,No,,Balanced,5,Yes,No,Kinesthetic,High,2.3
,M,1.7,,12,Business,Private,Low,High,Medium,Medium,69,No,8,Unhealthy,10,No,,Auditory,,2.3
21,F,1.7,84,19,,Public,Medium,Low,High,,70,No,4,Healthy,7,No,Yes,Auditory,Low,4
19,M,2,84,7,Engineering,,High,Medium,High,Medium,,Yes,9,Unhealthy,2,No,Yes,Visual,Medium,3.3
19,F,1.3,,14,Arts,Public,Medium,High,,Low,50,No,6,Healthy,6,,,Visual,Low,4
22,M,3,92,9,Business,Private,High,,Medium,Low,88,,9,Balanced,2,No,Yes,Visual,Medium,2.3
21,M,4,76,,Medicine,Public,High,Medium,Medium,Medium,93,No,4,Balanced,10,No,No,Kinesthetic,High,1
21,,3.7,72,16,Business,Public,High,,Medium,Low,40,Yes,7,Healthy,4,Yes,Yes,Kinesthetic,Medium,1.7
18,M,1.7,74,15,Science,Public,High,Low,Medium,Medium,100,Yes,9,Unhealthy,8,No,,Auditory,Low,
19,F,,89,11,Law,Public,Medium,Medium,High,Low,76,Yes,4,Balanced,6,,No,Auditory,Medium,3.7
21,F,2,97,20,Arts,Private,High,Low,High,Low,84,Yes,9,,8,Yes,No,Visual,High,2
21,M,2,98,15,Arts,Public,Medium,Low,Medium,Medium,,Yes,4,Unhealthy,7,Yes,No,Auditory,High,1
20,F,2,88,19,Engineering,Private,Low,Low,High,Low,44,Yes,7,Unhealthy,5,Yes,No,Visual,Medium,3
22,,1.3,86,,Science,Private,Low,Medium,Medium,Low,,No,,Balanced,8,,,Kinesthetic,Low,3
19,F,2.7,92,,Law,Private,Medium,Medium,Medium,Medium,78,Yes,4,Balanced,9,No,Yes,Kinesthetic,Medium,2
22,F,1.3,85,7,,Public,Low,High,High,Medium,66,Yes,,Unhealthy,3,Yes,No,,Medium,2.3
22,,,99,17,Law,Public,Medium,Low,Medium,Low,50,No,8,Unhealthy,5,Yes,Yes,Kinesthetic,Medium,4
19,F,4,98,20,Arts,Public,Medium,Medium,Low,Low,68,No,4,Healthy,,No,No,Visual,High,3
19,M,3.7,94,20,Engineering,Public,,High,High,High,35,No,5,Balanced,9,Yes,Yes,Kinesthetic,High,1.3
21,M,,95,19,Science,Public,Low,Low,Medium,Medium,23,No,7,Unhealthy,3,No,No,Visual,High,3.7
21,M,2,89,11,Science,,,Low,High,High,39,Yes,5,Healthy,7,Yes,Yes,Kinesthetic,Low,3
22,M,2.7,99,20,,Public,,Low,Low,High,53,No,8,Unhealthy,6,Yes,,Kinesthetic,Low,1.7
18,M,2.3,80,11,Law,,Medium,Low,Medium,Medium,87,No,5,Unhealthy,6,,No,,High,2.3
22,F,2.3,92,18,Business,Private,Low,Low,Low,Low,86,Yes,,Healthy,8,No,No,Kinesthetic,High,1.3
21,F,3.7,75,9,Science,,Low,,High,Medium,55,,5,Unhealthy,6,No,Yes,Visual,Medium,2.3
19,,4,94,19,Arts,,Low,Low,Low,Low,35,No,7,Healthy,10,Yes,Yes,Auditory,Low,2
19,M,2.3,96,5,Engineering,Private,Low,Low,Medium,Low,93,Yes,9,Unhealthy,4,,No,Visual,,1.7
,M,1.7,76,10,Engineering,Private,,Medium,High,Medium,57,No,7,Healthy,3,No,No,,High,3.7
,M,3.7,70,10,Law,Private,High,Medium,Medium,,99,No,6,Balanced,5,No,,Auditory,Medium,3.7
19,F,4,76,14,Law,Public,High,,Medium,Medium,78,No,6,Unhealthy,6,No,No,Visual,High,2
,M,1,84,15,Engineering,Private,Medium,Medium,High,Low,,Yes,9,Unhealthy,8,No,Yes,Visual,,3
21,F,4,96,20,Medicine,Private,,Low,,High,46,Yes,6,Balanced,3,No,,Kinesthetic,Medium,4
18,M,,74,16,Medicine,Private,Medium,High,High,Medium,59,No,7,Unhealthy,5,Yes,Yes,Visual,Low,2.7
18,F,2.7,99,11,Medicine,,Medium,Medium,Medium,,65,Yes,6,Unhealthy,8,Yes,Yes,Auditory,High,
18,M,1,80,6,Arts,Public,Medium,Medium,High,,85,,7,Unhealthy,6,No,No,Auditory,Low,2.3
21,M,,73,18,Law,Private,High,High,Low,Low,20,No,,Unhealthy,10,No,,Visual,,1
20,F,3.3,85,12,Business,Public,Low,Medium,High,Low,22,Yes,6,Unhealthy,7,Yes,Yes,Kinesthetic,Low,1.3
22,M,4,76,,Science,Public,Low,,High,Low,79,,5,Unhealthy,9,Yes,Yes,Kinesthetic,Low,
18,F,2.3,78,15,Science,Public,High,,High,Low,40,,5,Unhealthy,9,Yes,Yes,Visual,High,1.3
22,F,3.3,87,10,Arts,Private,Low,Medium,Low,Medium,39,Yes,8,Healthy,8,No,Yes,Visual,Medium,2
20,M,4,71,11,,Private,High,High,High,High,66,No,7,,,Yes,Yes,Auditory,,
18,M,1.3,91,15,Medicine,Private,Medium,Low,Medium,Medium,76,Yes,6,Balanced,5,Yes,No,Visual,High,1.3
20,M,3,97,12,Science,Public,Low,Low,Medium,Low,52,Yes,9,Unhealthy,5,No,,Auditory,,1.3
20,F,3.7,97,12,Law,Private,Medium,High,High,Medium,70,Yes,7,Balanced,4,Yes,Yes,Visual,High,3.3
21,M,2.7,99,9,Medicine,Public,Medium,High,High,Medium,36,No,5,Unhealthy,9,Yes,Yes,Visual,Medium,2
,M,1.3,71,19,,Public,Medium,High,,High,94,No,9,Healthy,5,Yes,No,Auditory,Medium,
20,F,1.3,88,16,,Private,High,High,Low,Low,92,No,,Balanced,5,,No,Kinesthetic,Low,
22,F,2.7,76,7,Science,,Medium,Low,High,Medium,63,No,9,Healthy,10,No,Yes,Visual,Low,1.7
21,,3.7,83,9,Science,,Low,Medium,Medium,Low,25,No,6,Healthy,9,,No,Auditory,High,4
18,M,2,,17,Engineering,Public,Low,High,Low,Medium,31,No,8,Healthy,,Yes,,Kinesthetic,Medium,
20,,3,71,20,Engineering,Private,Low,High,,,38,Yes,,Unhealthy,4,No,Yes,Visual,Medium,2.3
18,M,3.7,97,6,Law,Public,High,Medium,Low,High,63,Yes,4,Healthy,10,Yes,No,Visual,High,1.7
19,M,2.3,94,18,Medicine,Public,High,High,Medium,Low,83,Yes,7,Balanced,3,Yes,No,Visual,High,2.7
,,4,79,14,Medicine,,Low,Medium,High,High,66,No,4,Balanced,9,Yes,No,Kinesthetic,Low,1.7
20,F,3,72,12,Law,Private,High,Low,Low,Medium,76,No,6,Unhealthy,2,Yes,No,Kinesthetic,Low,3.7
18,F,,86,18,,Public,Medium,Medium,Low,Medium,,No,8,Healthy,4,No,Yes,,High,3.7
21,F,,99,6,Engineering,Public,Medium,Low,Medium,High,23,Yes,7,Healthy,5,Yes,No,Auditory,High,1.7
22,F,4,99,20,Engineering,Private,Medium,,High,High,63,No,7,Unhealthy,9,Yes,Yes,Visual,Medium,2.3
,M,2,86,5,Medicine,Private,High,Medium,High,High,97,,6,Healthy,5,Yes,No,Auditory,High,1
,M,,88,13,Law,Private,Medium,High,Medium,High,51,Yes,7,Unhealthy,8,No,No,Auditory,Medium,1.3
19,F,3.7,72,7,Business,Private,Low,Low,High,Medium,81,,6,Unhealthy,10,No,No,Auditory,Medium,4
18,M,2.3,86,11,Science,,Low,Medium,High,Medium,,No,9,Unhealthy,8,Yes,Yes,Kinesthetic,Low,2.3
18,M,4,98,,Engineering,Private,Medium,High,Low,High,,,7,Unhealthy,8,No,No,Visual,High,2.3
22,F,2,92,5,Business,Public,Low,Low,High,Low,62,Yes,9,,7,No,No,Kinesthetic,High,1
21,F,3.7,94,5,Business,Private,High,,Medium,High,78,Yes,4,Balanced,,Yes,Yes,Auditory,Medium,1
22,F,1.3,83,16,Science,Private,Low,Medium,,Medium,74,Yes,,Healthy,3,Yes,Yes,Kinesthetic,Medium,
22,F,2.3,96,17,Law,Private,High,Low,Medium,High,48,Yes,8,Balanced,3,No,No,Kinesthetic,Low,1.7
20,F,3.7,88,11,Law,Private,High,Low,Low,Low,47,No,4,Unhealthy,5,,No,Auditory,Medium,1
20,F,3.7,83,20,,Private,High,Medium,Medium,Low,73,Yes,7,Healthy,9,,Yes,Visual,High,
19,M,1.7,89,10,Engineering,,Medium,Medium,Low,High,53,Yes,7,Healthy,,No,Yes,Kinesthetic,Medium,2.7
21,M,4,75,19,,Public,,Low,Low,High,23,Yes,5,Unhealthy,7,Yes,No,Auditory,Medium,3.7
20,F,1.7,86,19,Engineering,Private,Medium,Low,Low,Low,48,Yes,9,Balanced,9,,Yes,Kinesthetic,,3.3
22,M,3,70,12,Arts,Public,High,,Low,High,49,Yes,4,Unhealthy,8,No,No,Visual,Medium,1.7
22,F,1.7,85,5,,Public,High,Medium,High,High,27,Yes,8,Healthy,3,No,Yes,,Medium,
18,F,3.3,95,8,Law,Private,Low,High,Medium,Low,,Yes,5,,2,Yes,No,,Low,3.7
21,M,2,83,16,Arts,Public,Low,Medium,Medium,High,,No,6,Balanced,9,Yes,No,Visual,High,3.3
18,M,3,87,,Business,Private,Low,Medium,,Low,26,Yes,9,Unhealthy,10,Yes,No,Visual,Medium,3
18,M,2.7,85,20,Science,Public,Medium,High,Low,Medium,40,Yes,,Healthy,6,Yes,No,Auditory,,3.3
20,F,1,84,5,Science,Private,High,High,Low,Medium,79,Yes,8,Balanced,4,No,No,Visual,Low,1
,F,1.3,76,17,Business,Public,High,Medium,Low,Medium,73,Yes,6,Healthy,10,No,Yes,Kinesthetic,Low,2.3
18,F,2.3,75,14,Science,Private,,Low,Low,Low,46,Yes,4,Unhealthy,,No,Yes,Auditory,Medium,4
,F,3.3,,11,Science,Private,Medium,Low,Medium,Low,23,No,8,Healthy,10,No,No,Kinesthetic,,3
21,M,3,87,12,Engineering,Public,High,High,Low,Low,78,,6,Unhealthy,,No,No,Visual,Medium,2.7
19,F,4,76,15,Science,Private,Low,Medium,,Medium,37,Yes,5,Balanced,3,No,No,Kinesthetic,Medium,1.7
20,M,1.7,84,9,Science,Public,High,Medium,Low,Low,56,Yes,7,Healthy,6,Yes,,Kinesthetic,Low,3.3
19,F,1,92,5,Science,Public,Medium,Low,Low,High,,Yes,8,Balanced,4,Yes,Yes,Auditory,High,2.3
19,M,4,90,5,Medicine,Private,,Medium,,,84,Yes,7,Balanced,10,Yes,No,Kinesthetic,High,1.3
20,F,2,94,14,Engineering,Public,Medium,Medium,Low,High,55,Yes,4,Unhealthy,,Yes,Yes,,Medium,1.7
22,,,87,18,Business,Public,,High,,Low,,No,7,Balanced,7,Yes,Yes,Auditory,High,
19,M,,93,20,Engineering,Private,Low,High,Low,Low,79,No,9,Unhealthy,9,Yes,No,Visual,Low,1
22,M,4,83,9,,Public,Medium,Low,Low,Low,64,No,4,Balanced,,Yes,Yes,Visual,High,2.7
21,F,3,93,14,,Private,Medium,High,High,Medium,28,No,7,Healthy,7,No,Yes,Kinesthetic,Low,1.3
19,F,2,98,14,Business,Public,Medium,Low,Medium,High,24,Yes,5,Unhealthy,9,Yes,Yes,Visual,Low,2
19,M,1.3,74,16,Engineering,Private,Medium,High,Medium,Low,42,Yes,9,Unhealthy,5,Yes,Yes,Visual,High,1.3
21,F,2.7,95,11,Science,Private,Low,Medium,High,High,34,Yes,6,Unhealthy,7,Yes,Yes,Auditory,High,1
,M,4,84,18,Business,Private,Low,Medium,Medium,Medium,58,No,6,Healthy,8,No,Yes,Visual,Medium,1
21,M,4,81,10,,Private,Medium,,High,Medium,64,Yes,4,Unhealthy,3,No,No,,High,1.7
20,M,4,95,13,Business,Private,Low,Low,Low,Medium,24,No,5,Healthy,,Yes,Yes,Kinesthetic,Low,1.3
19,M,4,96,9,Business,Private,Low,,Medium,Medium,60,No,6,Balanced,9,Yes,No,Kinesthetic,High,4
20,M,2.3,,7,Law,Public,Low,,High,High,58,No,8,,4,No,No,Kinesthetic,High,3.7
22,F,3.3,74,7,,Public,,Medium,High,Low,92,Yes,7,Balanced,4,,No,,High,1
20,,3.3,73,15,Science,Private,Medium,High,Low,High,79,,5,Unhealthy,8,Yes,No,Visual,Low,2.3
19,F,3,94,10,Science,Private,Medium,High,High,Low,21,No,9,Unhealthy,2,No,No,Visual,Low,3
22,M,1.3,88,12,Arts,Private,High,High,Low,Medium,35,Yes,6,Unhealthy,6,,Yes,Auditory,Medium,2.3
22,M,,93,14,Engineering,Public,High,Low,Medium,Low,67,Yes,6,,9,No,No,Visual,High,2.3
19,M,4,90,16,Arts,Public,High,Medium,High,Medium,49,Yes,,Unhealthy,2,Yes,Yes,Kinesthetic,High,1
18,F,1.7,81,19,Arts,Public,Medium,Low,High,Low,39,No,9,,7,Yes,Yes,Auditory,Medium,1.3
20,F,,90,,Medicine,Private,Low,High,Low,Low,53,No,9,Balanced,4,Yes,Yes,,Medium,4
20,M,3.3,84,7,Medicine,Public,,,Medium,Medium,,Yes,,Healthy,4,Yes,Yes,Visual,Low,2
20,,4,94,8,Engineering,Private,Low,Medium,Medium,,71,Yes,9,Balanced,9,Yes,Yes,Kinesthetic,High,2
19,M,2.3,84,17,Business,Private,High,Low,Medium,High,39,Yes,4,Healthy,,Yes,No,Visual,High,1.7
18,F,3,74,11,,Private,Low,High,High,Medium,35,No,7,Balanced,10,No,Yes,Kinesthetic,Medium,1.3
19,F,3,100,13,Medicine,Public,High,Low,Medium,High,40,No,4,Unhealthy,10,No,Yes,Auditory,High,2.3
21,M,2.7,80,20,Law,Public,,High,High,Medium,84,No,5,Healthy,4,Yes,Yes,Visual,Low,2
,F,3.7,99,,Business,Private,Medium,Medium,High,High,58,No,8,Healthy,7,Yes,Yes,Visual,Low,4
18,F,,82,6,,,Medium,High,Low,,37,,7,Healthy,10,Yes,Yes,Auditory,High,1.7
,M,1.3,82,17,Engineering,Private,High,Low,,High,28,No,6,Healthy,3,No,No,Visual,High,1
19,M,,98,11,Business,Private,Medium,Medium,Low,Medium,66,Yes,8,Balanced,5,No,Yes,Auditory,Medium,3.3
19,F,2,73,15,Science,Public,High,Low,Low,Low,91,No,6,Unhealthy,4,No,Yes,Visual,High,3
,F,3.3,89,8,Medicine,Public,Medium,,High,Low,94,No,5,Balanced,5,No,Yes,Auditory,Low,3
,M,2.7,98,5,Engineering,Public,Low,High,Medium,High,48,No,8,Balanced,4,No,No,Auditory,Medium,2.7
21,M,2.3,74,8,Medicine,Public,High,High,Medium,Medium,62,No,8,Unhealthy,3,No,Yes,Kinesthetic,High,1
19,M,2.3,91,,Science,Public,High,High,High,High,72,No,9,Unhealthy,,No,No,Visual,Medium,3.3
18,M,3.3,92,18,Business,Private,,Medium,Medium,High,45,No,6,Balanced,8,No,Yes,Auditory,Medium,3
18,F,1.3,73,16,Arts,,High,High,Medium,Low,27,No,9,Balanced,,Yes,Yes,Kinesthetic,High,2.7
22,M,,73,17,Medicine,Private,High,,High,Medium,56,,,Balanced,8,Yes,No,Visual,High,4
21,F,2.7,73,,Medicine,Private,High,Medium,Low,Low,29,Yes,4,Balanced,2,No,Yes,Kinesthetic,Low,
19,M,3.7,87,9,Engineering,Public,High,High,High,,76,Yes,8,Balanced,2,Yes,Yes,Visual,Medium,3.7
19,F,3.3,83,12,Arts,Public,Low,Medium,High,Low,41,Yes,4,Balanced,9,Yes,,Auditory,Low,3.3
20,F,1.3,83,,Engineering,Public,High,Low,Medium,Medium,20,Yes,8,Balanced,8,Yes,Yes,Kinesthetic,High,3.7
22,M,2.3,98,11,Arts,Public,Low,High,,High,81,Yes,,Unhealthy,4,,Yes,Visual,Medium,3.3
21,M,3.7,90,13,Business,Public,High,Low,High,Low,,Yes,8,Unhealthy,9,Yes,No,Visual,Medium,
22,F,3,79,5,Business,,Low,Medium,,Medium,54,No,8,Unhealthy,5,No,Yes,Visual,Medium,3
20,M,2.7,70,15,Science,,Medium,High,High,High,21,Yes,4,Balanced,7,Yes,No,Visual,High,1.3
19,F,2.3,91,6,Science,,Medium,Medium,High,Low,71,Yes,7,Unhealthy,3,Yes,Yes,Auditory,High,1.3
18,F,3.7,79,16,,Private,,Low,High,High,83,No,6,Unhealthy,2,,Yes,,,1
,F,3,93,15,,Private,Low,Medium,High,High,67,No,7,Unhealthy,4,No,No,Visual,High,1.3
21,M,,82,9,Business,Public,Medium,Medium,High,Medium,53,Yes,7,Balanced,7,No,Yes,Kinesthetic,Medium,3.7
21,M,1.3,88,17,Engineering,Private,Medium,,Medium,Medium,63,No,5,Healthy,10,,No,Auditory,Medium,1.7
20,,2.7,86,15,Business,Private,High,,Medium,Medium,26,No,9,Unhealthy,9,No,Yes,Kinesthetic,High,3
20,F,2,75,11,Medicine,Public,Medium,Medium,Medium,Medium,35,No,7,,4,No,No,Auditory,Medium,4
,M,2,73,19,,Private,Medium,Low,,Low,42,Yes,6,Healthy,6,Yes,No,,Low,1
22,,,85,6,Engineering,Private,High,Medium,,Medium,29,Yes,8,Unhealthy,,No,No,Auditory,Medium,3
21,M,2,99,17,Science,Private,Low,High,Low,Medium,87,Yes,,Unhealthy,2,Yes,No,Kinesthetic,Medium,2.7
22,F,3.3,91,8,Engineering,Public,High,Low,Medium,Low,49,Yes,4,Healthy,6,Yes,Yes,Auditory,Low,2.7
22,,1.7,90,7,Law,Private,Low,High,Low,,25,Yes,6,Healthy,2,Yes,No,,Medium,3.7
21,M,,80,10,Business,,Medium,Medium,Low,Low,89,Yes,8,Balanced,4,Yes,No,Visual,Medium,2.7
20,,1.7,99,,Engineering,Private,Low,High,Medium,High,47,No,6,Balanced,3,No,No,Auditory,Medium,2.7
22,F,2,87,18,Medicine,Public,Low,Medium,Low,,22,No,7,Unhealthy,3,No,No,Auditory,Medium,2
21,F,1.3,71,20,Engineering,Public,Low,Low,Low,High,36,Yes,,Healthy,3,Yes,Yes,Visual,High,2.3
,F,1.3,75,,Engineering,,Low,Medium,High,Medium,,No,,Balanced,5,Yes,Yes,Visual,High,
21,F,4,75,,Business,Private,High,Medium,Medium,Medium,59,Yes,9,Unhealthy,7,Yes,No,Visual,Medium,1.7
21,,1,81,18,Arts,,Medium,Medium,Low,Low,,No,6,Unhealthy,8,Yes,Yes,Auditory,High,3.3
19,,4,93,12,Arts,Public,Low,Low,Medium,Low,86,No,4,Balanced,4,Yes,Yes,Visual,High,1.7
18,F,3.7,,13,Arts,,Medium,Medium,Low,Low,93,No,5,Unhealthy,2,No,No,Auditory,Low,2.3
19,F,2.7,80,14,Science,Private,Low,High,Medium,Medium,51,No,4,Balanced,6,Yes,Yes,Auditory,High,1.7
21,F,4,77,,Engineering,Private,Low,High,High,Medium,53,Yes,7,Unhealthy,7,No,No,Kinesthetic,High,1.3
22,M,2.7,98,15,Business,Private,Low,Medium,Medium,Low,33,Yes,5,Healthy,7,Yes,Yes,Kinesthetic,High,4
20,M,2.7,100,12,Engineering,,High,Low,Medium,High,95,No,6,Balanced,8,No,Yes,Visual,Low,3
21,M,,94,9,Arts,Public,,Medium,High,Low,90,,,Unhealthy,4,No,Yes,Kinesthetic,Medium,
19,F,3,87,9,Science,Public,Low,High,Medium,Medium,65,Yes,,Unhealthy,9,No,Yes,,Low,2
22,F,3.7,82,10,Medicine,Public,High,Low,Medium,Medium,46,Yes,9,Healthy,2,No,No,Visual,Medium,3
20,F,3,,6,Engineering,Private,High,High,,High,49,No,5,Unhealthy,5,Yes,Yes,Kinesthetic,High,3.7
21,F,2.7,72,17,Medicine,Private,High,High,Medium,,90,,5,Healthy,8,Yes,Yes,,High,1.7
22,M,2,73,6,Science,Private,,Medium,Low,Low,77,,5,Unhealthy,8,No,No,Kinesthetic,Low,4
18,M,1.7,77,,Engineering,Public,Low,Medium,Medium,Medium,30,No,6,Unhealthy,3,No,Yes,Kinesthetic,High,3.7
18,F,2.3,92,14,Medicine,Private,Low,Low,High,High,29,Yes,7,Balanced,10,No,No,Kinesthetic,High,2.7
22,M,2.7,87,16,Engineering,Public,,High,High,Medium,76,No,7,Unhealthy,2,Yes,Yes,Auditory,,3
19,F,1,84,9,Medicine,Private,Medium,High,,High,53,No,6,Balanced,4,No,,Auditory,Medium,1
21,M,4,72,19,Medicine,Private,Medium,Low,High,High,82,Yes,9,Balanced,,Yes,Yes,Kinesthetic,,1
22,M,3.7,72,20,Arts,Private,High,Medium,Low,Low,,Yes,6,Balanced,3,Yes,Yes,Visual,Low,3.7
20,F,2,75,12,Science,,High,Low,Medium,Medium,78,Yes,9,,7,Yes,,Auditory,High,2
21,F,3.3,94,19,,Private,High,Low,,High,83,,5,Healthy,4,,No,Visual,High,2
22,F,1.7,89,13,Law,Private,Medium,Low,Medium,Low,66,Yes,5,Balanced,4,Yes,Yes,Kinesthetic,High,1.3
22,,2.7,75,,Medicine,Private,Low,Medium,Medium,High,52,Yes,,,10,Yes,Yes,Auditory,,1.7
21,F,2,92,8,Science,Private,High,Low,,High,23,No,5,Balanced,4,,No,Kinesthetic,Low,1.3
19,F,3.7,84,13,Engineering,Public,Low,Medium,High,Low,61,Yes,5,Balanced,8,No,,Auditory,High,2
20,M,2.7,,10,Science,Public,Medium,Medium,Medium,Medium,74,Yes,4,Balanced,5,Yes,,Auditory,,3
18,F,2.3,98,19,Arts,Public,Medium,High,Medium,High,86,Yes,4,Unhealthy,3,No,No,Kinesthetic,High,2.3
19,F,1.3,77,13,Medicine,Public,High,Medium,High,Low,98,No,4,Balanced,9,Yes,Yes,Auditory,Medium,1.3
18,F,1.3,90,,Science,Public,Medium,High,,High,85,Yes,4,Balanced,9,No,Yes,Visual,Low,3.7
22,M,,,20,Medicine,Public,Low,High,Medium,Low,27,Yes,7,,7,Yes,Yes,Visual,Medium,3.7
20,F,2.7,91,15,Arts,Public,Low,,Low,Low,38,No,6,Unhealthy,10,No,No,Auditory,High,1.3
21,,1.7,97,20,Science,Private,Low,,High,Medium,40,Yes,6,,8,Yes,No,Auditory,High,2
20,M,2,94,,Engineering,Private,Low,Low,Low,Low,68,No,7,Balanced,2,No,No,Kinesthetic,High,3.7
21,F,2,72,6,Science,Private,High,Medium,Medium,Medium,33,Yes,9,Balanced,5,Yes,No,Auditory,Low,2.7
19,F,2.7,90,20,Medicine,Public,High,Medium,High,,22,No,8,Healthy,9,Yes,No,Visual,Medium,1.3
,M,4,,,Science,Private,Medium,High,High,,59,,,Balanced,9,Yes,No,Auditory,Low,4
,F,1,79,13,Business,Public,Low,Medium,Medium,High,26,No,6,Healthy,4,Yes,No,Visual,High,
22,M,2,70,10,,Public,High,Low,Medium,Low,21,Yes,9,Healthy,8,No,No,Auditory,High,3
22,M,3.7,89,14,,Public,Medium,,Medium,Low,20,Yes,4,Balanced,3,,No,Kinesthetic,Medium,2.7
20,M,3.7,99,8,Arts,,Low,Low,High,Medium,81,Yes,4,Unhealthy,,No,No,,High,1.7
22,F,2.3,,,Business,Private,Medium,High,Low,High,,,6,Unhealthy,10,No,Yes,,High,1.3
20,M,1,100,7,Law,,Medium,Low,High,Low,82,Yes,5,Healthy,8,Yes,Yes,Auditory,,3.3
22,F,2,79,13,Medicine,Private,,High,Low,,53,No,5,,8,Yes,No,Kinesthetic,Medium,4
19,F,3.7,92,19,Arts,Private,Medium,High,Medium,High,51,,7,,9,No,Yes,Visual,Low,3.3
18,,1.7,90,,Law,Private,High,Medium,Low,Low,96,Yes,8,Unhealthy,4,No,No,Auditory,High,3.7
18,M,3.3,79,,Arts,Private,Medium,Medium,Medium,Low,21,Yes,4,Unhealthy,9,Yes,Yes,Visual,Medium,2.7
19,F,3.3,75,,Science,Private,,,Medium,Medium,55,No,4,Healthy,8,Yes,Yes,Visual,Medium,4
19,M,,77,17,Arts,Public,Medium,Low,Low,Medium,80,Yes,9,Healthy,8,No,Yes,Kinesthetic,High,
18,F,1.7,98,12,Science,Private,Medium,Low,Medium,Low,86,Yes,5,Balanced,2,Yes,Yes,Auditory,High,2.3
19,F,3.7,,15,Arts,Public,,Low,Medium,Medium,69,No,6,Balanced,3,,Yes,Auditory,Low,1.7
18,M,4,79,11,Engineering,Public,High,,Medium,High,24,Yes,9,Unhealthy,5,,No,Kinesthetic,High,3.7
22,F,3.7,86,5,Medicine,Public,High,Low,High,Medium,77,No,6,Healthy,10,No,Yes,Auditory,Low,1.7
21,,1.7,80,17,Business,Public,Low,Medium,High,,55,Yes,6,Unhealthy,3,No,Yes,Visual,Medium,2.7
,F,1,74,12,Business,Private,High,Low,High,Medium,88,No,6,Healthy,5,Yes,,Visual,,
